Play Id,Build Version,Timestamp,Local Time,Playtime,Seed Played,Is Ascension Mode,Ascension Level,Victory,Score,Floor Reached,Killed By,Character Chosen,Master Deck,Relics,Neow Bonus,Neow Cost,Gold,Gold Per Floor,Player Experience,Path Per Floor,Path Taken,Campfire Rested,Campfire Upgraded,Campfire Choices,,,Max Hp Per Floor,Current Hp Per Floor,Damage Taken,,,,Card Choices,,,Relics Obtained,,Boss Relics,,Event Choices,,,,,,,,,,,,,,,,Items Purchased,Item Purchase Floors,Items Purged,Items Purged Floors,Purchased Purges,Potions Obtained,,Potions Floor Spawned,Potions Floor Usage
6d943acc-e46d-4d78-8a9c-cebcc8b90f72,2020-07-30,1601509811,20201001015011,4034,2918966105829891633,True,1,True,867,51,,IRONCLAD,"Strike_R, Strike_R, Strike_R, Strike_R, Strike_R, Defend_R, Defend_R, Defend_R, Bash, Clash, Disarm, Anger, Feel No Pain, Armaments+1, Pommel Strike+1, Clash, Headbutt, Feed, Armaments+1, Barricade, Cleave+1, Feed, Inflame, RitualDagger, Metallicize, Fiend Fire, Shrug It Off+1, Shrug It Off, Whirlwind, Infernal Blade+1, Reaper, Shrug It Off+1, Iron Wave+1, Body Slam+1, Clothesline, Clash, Heavy Blade, Madness, Madness, Flame Barrier+1","Burning Blood, NeowsBlessing, Pear, Kunai, Gambling Chip, Frozen Eye, Lantern, Torii, Fusion Hammer, Happy Flower, Anchor, Nunchaku, Toy Ornithopter, Gremlin Horn, Bottled Flame, Philosopher's Stone, Ice Cream, Chemical X, TungstenRod, HornCleat, Self Forming Clay, Frozen Egg 2, PreservedInsect, Spirit Poop",THREE_ENEMY_KILL,NONE,109,"115, 115, 125, 139, 158, 186, 186, 215, 215, 13, 37, 37, 68, 79, 79, 179, 179, 196, 196, 10, 10, 10, 35, 35, 35, 83, 113, 127, 138, 169, 187, 187, 292, 292, 309, 357, 200, 250, 12, 12, 24, 56, 56, 89, 89, 89, 89, 109, 109, 109",40915,"M, ?, M, M, M, E, R, E, T, $, T, R, E, M, R, B, None, M, ?, $, ?, ?, E, $, R, T, E, M, M, E, M, R, B, None, M, ?, $, ?, $, R, M, E, T, E, R, ?, ?, M, R, B, None","M, ?, ?, ?, M, E, R, E, T, $, ?, R, E, M, R, BOSS, M, ?, $, ?, ?, E, ?, R, T, E, M, M, E, M, R, BOSS, M, ?, $, ?, $, R, ?, E, T, E, R, ?, ?, M, R, BOSS",5,3,7; 12; 15; 25; 32; 40; 45; 49,SMITH; SMITH; SMITH; REST; REST; REST; REST; REST,Armaments; Pommel Strike; Armaments; ; ; ; ; ,"80, 80, 80, 80, 80, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 93, 93, 93, 93, 93, 93, 93, 93, 93, 96, 96, 96, 96, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 103, 103, 103, 103, 103, 103, 103","80, 80, 80, 80, 78, 64, 64, 55, 55, 55, 55, 55, 61, 55, 55, 48, 90, 66, 66, 66, 66, 60, 38, 38, 65, 65, 20, 26, 19, 16, 24, 53, 50, 99, 82, 23, 23, 35, 35, 64, 70, 76, 76, 81, 103, 91, 91, 103, 103, 79",0; 0; 0; 8; 30; 15; 0; 12; 13; 33; 28; 54; 0; 18; 9; 1; 9; 23; 65; 0; 0; 0; 9; 0; 45,Small Slimes; Cultist; Jaw Worm; Exordium Thugs; 3 Sentries; Lagavulin; Gremlin Nob; Blue Slaver; The Guardian; 2 Thieves; Book of Stabbing; Slavers; Chosen; Centurion and Healer; Book of Stabbing; Snecko; Automaton; Orb Walker; 2 Orb Walkers; Mind Bloom Boss Battle; 3 Shapes; Reptomancer; Nemesis; Maw; Time Eater,1; 3; 4; 5; 6; 8; 13; 14; 16; 18; 23; 27; 28; 29; 30; 31; 33; 35; 36; 38; 41; 42; 44; 48; 50,1; 1; 1; 4; 9; 6; 2; 2; 11; 5; 5; 7; 7; 6; 6; 3; 12; 5; 5; 8; 3; 5; 8; 6; 12,"Body Slam, True Grit; Power Through, Ghostly Armor; Flex, Sword Boomerang; Wild Strike, Evolve; Heavy Blade, Impervious; Rupture, Dual Wield; Headbutt, Havoc; Body Slam, Headbutt; Feed, Juggernaut; Thunderclap, Armaments; Warcry+1, Inflame; Spot Weakness, Clash; Pommel Strike, True Grit; Evolve, Disarm; Corruption, Hemokinesis; Havoc, Hemokinesis; Bludgeon, Limit Break; Battle Trance+1, Headbutt; Twin Strike+1, Warcry+1; Disarm+1, Hemokinesis+1; Sword Boomerang, Body Slam; Fiend Fire, Twin Strike; Feel No Pain+1, Combust+1; Dual Wield+1, Sword Boomerang",Clash; Anger; Feel No Pain; Armaments; Pommel Strike; Clash; Feed; Armaments; Barricade; Cleave+1; Metallicize; Fiend Fire; Shrug It Off+1; Shrug It Off; Whirlwind; Infernal Blade+1; Reaper; Shrug It Off+1; Iron Wave+1; Body Slam+1; Clothesline; Clash; Heavy Blade; Flame Barrier+1,1; 3; 4; 5; 6; 8; 13; 14; 16; 18; 23; 27; 28; 29; 30; 31; 33; 35; 36; 38; 41; 42; 44; 48,6; 8; 9; 11; 13; 23; 26; 27; 30; 36; 38; 42; 43; 44,Pear; Kunai; Gambling Chip; Lantern; Torii; Nunchaku; Toy Ornithopter; Gremlin Horn; Bottled Flame; Ice Cream; TungstenRod; Self Forming Clay; Frozen Egg 2; PreservedInsect,"Empty Cage, Black Blood; Cursed Key, Runic Dome",Fusion Hammer; Philosopher's Stone,2; 19; 21; 22; 36; 38; 46; 47,Transmorgrifier; Duplicator; Addict; Nest; Mysterious Sphere; MindBloom; Winding Halls; Bonfire Elementals,Transformed; Copied; Stole Relic; Joined the Cult; Fight; Fight; Embrace Madness; Offered Curse,0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 6; 0; 0; 13; 0,0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0,"Disarm; Feed; Shame; RitualDagger; ; ; Madness, Madness; ",; ; ; ; ; ; ; Shame,; ; ; ; ; ; ; ,Defend_R; ; ; ; ; ; ; ,; ; Anchor; ; ; ; ; Spirit Poop,; ; ; ; ; ; ; ,; ; ; ; ; ; ; ,"Frozen Eye, Headbutt, Happy Flower, Inflame, Chemical X, HornCleat","10, 10, 20, 20, 37, 39",,,0,3; 4; 5; 29; 30,ElixirPotion; Fire Potion; Dexterity Potion; AttackPotion; Weak Potion,"3, 4, 5, 28, 29, 30, 38, 44","29, 50, 50, 50"
4980021a-e201-486d-a8f0-464ebcd38545,2020-07-30,1601509784,20200930184944,237,-6764444944544533355,False,0,False,65,11,Gremlin Nob,WATCHER,"Strike_P, Strike_P, Strike_P, Strike_P, Defend_P, Defend_P, Defend_P, Defend_P, Eruption, Vigilance+1, FollowUp, Weave+1, FlurryOfBlows, BowlingBash, Perseverance+1","PureWater, NeowsBlessing, Toxic Egg 2, HornCleat",THREE_ENEMY_KILL,NONE,184,"114, 114, 114, 134, 134, 134, 154, 168, 168, 184, 184, 184",142766,"M, ?, ?, M, ?, R, M, M, T, M, E","M, ?, ?, M, ?, R, M, M, T, M, E",0,1,6,SMITH,Weave,"72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72","72, 47, 47, 47, 71, 71, 71, 57, 57, 54, 0, 0",0; 0; 0; 14; 3; 54,2 Louse; Small Slimes; Cultist; 2 Fungi Beasts; Red Slaver; Gremlin Nob,1; 4; 7; 8; 10; 11,1; 1; 1; 2; 2; 4,"FlyingSleeves, EmptyFist; JustLucky, FlurryOfBlows; Protect+1, WindmillStrike; Collect+1, CarveReality; CrushJoints, ReachHeaven",FollowUp; Weave; FlurryOfBlows; BowlingBash; Perseverance+1,1; 4; 7; 8; 10,9,HornCleat,,,2; 3; 5,Scrap Ooze; Living Wall; Big Fish,Success; Grow; Banana,0; 0; 24,25; 0; 0,0; 0; 0,0; 0; 0,0; 0; 0,0; 0; 0,; ; ,; ; ,; Vigilance; ,; ; ,Toxic Egg 2; ; ,; ; ,; ; ,,,,,0,7; 8,EssenceOfSteel; LiquidMemories,"7, 8",
ae52bfc9-265f-4b17-a1d2-d45bf77b003e,2020-07-30,1601509811,20201001085011,1930,7756696974306892170,False,0,False,199,23,Book of Stabbing,THE_SILENT,"Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor, Neutralize, Poisoned Stab, Blur, Bouncing Flask, PiercingWail, Noxious Fumes, Backflip, Heel Hook, Dagger Spray, Malaise, Sucker Punch+1, PiercingWail, Poisoned Stab, Acrobatics","Ring of the Snake, NeowsBlessing, Strawberry, MawBank, Black Star",THREE_ENEMY_KILL,NONE,554,"112, 126, 145, 145, 125, 157, 187, 199, 234, 246, 273, 296, 324, 350, 362, 479, 491, 517, 546, 578, 605, 542, 554, 554",100943,"M, M, M, ?, ?, E, M, R, T, R, M, M, M, M, R, B, None, M, M, M, M, ?, E","M, ?, M, ?, ?, E, M, R, T, R, M, ?, M, M, R, BOSS, M, M, M, M, ?, E",2,0,8.0; 10.0; 15.0,RECALL; REST; REST,; ; ,"70, 70, 70, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77","70, 70, 70, 65, 65, 44, 41, 41, 41, 64, 60, 39, 33, 33, 56, 53, 77, 71, 62, 21, 10, 10, 0, 0",0.0; 0.0; 0.0; 21.0; 3.0; 4.0; 21.0; 6.0; 0.0; 3.0; 6.0; 9.0; 41.0; 11.0; 10,Cultist; Small Slimes; 2 Louse; Lagavulin; Red Slaver; Blue Slaver; Large Slime; Red Slaver; Lots of Slimes; Hexaghost; Spheric Guardian; Chosen; Sentry and Sphere; Snake Plant; Book of Stabbing,1.0; 2.0; 3.0; 6.0; 7.0; 11.0; 12.0; 13.0; 14.0; 16.0; 18.0; 19.0; 20.0; 21.0; 23,1.0; 1.0; 1.0; 5.0; 5.0; 4.0; 8.0; 5.0; 5.0; 8.0; 5.0; 7.0; 6.0; 5.0; 5,"Distraction, Infinite Blades; PiercingWail, Dodge and Roll; Poisoned Stab, Backflip; Sucker Punch, Blade Dance; Tactician, Skewer, Choke; Tactician, Backflip; Phantasmal Killer, Deflect; Dagger Spray, Outmaneuver; Masterful Stab, Quick Slash; Phantasmal Killer, Adrenaline; Dagger Spray+1, Expertise+1; Dodge and Roll, Eviscerate; Flying Knee, Well Laid Plans+1; Distraction, Blade Dance",Poisoned Stab; Blur; Bouncing Flask; PiercingWail; SKIP; Noxious Fumes; Backflip; Heel Hook; Dagger Spray; Malaise; Sucker Punch+1; PiercingWail; Poisoned Stab; Acrobatics,1.0; 2.0; 3.0; 6.0; 7.0; 11.0; 12.0; 13.0; 14.0; 16.0; 18.0; 19.0; 20.0; 21,6.0,MawBank,"Coffee Dripper, Empty Cage",Black Star,4.0; 5.0; 22,Scrap Ooze; The Woman in Blue; Beggar,Success; Bought 1 Potion; Gave Gold,0.0; 0.0; 0,12.0; 0.0; 0,0.0; 0.0; 0,0.0; 0.0; 0,0.0; 0.0; 0,0.0; 0.0; 75,; ; ,; ; Strike_G,; ; ,; ; ,Strawberry; ; ,; ; ,; ; ,,,,,0,1.0; 3.0; 5.0; 6.0; 7.0; 14.0; 16.0; 20.0,Swift Potion; SpeedPotion; LiquidMemories; Weak Potion; Poison Potion; Energy Potion; BlessingOfTheForge; Swift Potion,"1, 3, 6, 7, 14, 16, 20","23, 23"
9af73291-ffbe-40fb-b3de-143b8ec592ec,2020-07-30,1601509814,20201001085014,3027,5184503725564283971,True,14,False,213,16,Slime Boss,THE_SILENT,"AscendersBane, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor, Neutralize, Dagger Spray, Tactician+1, Bouncing Flask+1, Masterful Stab+1, Dagger Throw, Deadly Poison+1, Backflip, Prepared","Ring of the Snake, NeowsBlessing, White Beast Statue, Frozen Egg 2, Potion Belt",THREE_ENEMY_KILL,NONE,6,"111, 111, 39, 52, 52, 79, 79, 95, 95, 111, 111, 129, 129, 6, 6, 6, 6",1931532,"M, ?, $, M, ?, E, R, M, T, M, R, M, R, $, R, B","M, ?, $, M, ?, E, R, M, T, M, R, M, R, ?, R, BOSS",0,4,7.0; 11.0; 13.0; 15.0,SMITH; SMITH; SMITH; SMITH,Masterful Stab; Deadly Poison; Bouncing Flask; Tactician,"66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66","59, 52, 52, 52, 49, 49, 49, 42, 42, 32, 32, 28, 28, 28, 28, 16, 16",0.0; 0.0; 0.0; 7.0; 10.0; 4.0; 12,Small Slimes; 2 Louse; Lagavulin; Jaw Worm; Lots of Slimes; Exordium Wildlife; Slime Boss,1.0; 4.0; 6.0; 8.0; 10.0; 12.0; 16,1.0; 1.0; 1.0; 3.0; 3.0; 2.0; 6,"PiercingWail, Accuracy; Deadly Poison, Acrobatics; Prepared, Accuracy+1; Dodge and Roll, Slice; Blade Dance, Cloak And Dagger; Predator, Expertise",Dagger Spray; Bouncing Flask; Masterful Stab; Dagger Throw; Deadly Poison; Backflip,1.0; 4.0; 6.0; 8.0; 10.0; 12.0,6.0; 9.0,Frozen Egg 2; Potion Belt,,,2.0; 5.0,Golden Wing; Scrap Ooze,Card Removal; Success,0.0; 0.0,7.0; 3.0,0.0; 0.0,0.0; 0.0,0.0; 0.0,0.0; 0.0,; ,Strike_G; ,; ,; ,; White Beast Statue,; ,; ,"Tactician, Prepared","3, 14",Strike_G,14,1,6.0; 8.0; 10.0; 12.0,CunningPotion; SpeedPotion; Swift Potion; Explosive Potion,"6, 8, 10, 12","16, 16, 16, 16"
8db9e0d0-46fe-4373-a11a-23a4ad9aa41c,2020-07-30,1601509815,20200930195015,1571,-9060043273925346915,False,0,False,106,16,The Guardian,WATCHER,"Strike_P, Strike_P, Strike_P, Strike_P, Defend_P, Defend_P, Defend_P, Defend_P, Eruption+1, Vigilance, Meditate+1, FlurryOfBlows, EmptyFist, Tantrum, PathToVictory, LikeWater+1, FlurryOfBlows, InnerPeace, Protect+1, DeusExMachina+1, Perseverance+1, Swivel+1","PureWater, Toxic Egg 2, Damaru",TEN_PERCENT_HP_BONUS,NONE,98,"114, 127, 137, 149, 2, 2, 22, 22, 22, 22, 38, 64, 78, 98, 98, 98, 98",130550,"M, M, M, M, $, R, M, R, T, R, M, E, M, M, R, B","M, M, M, M, $, R, M, R, T, R, M, E, M, M, R, BOSS",1,3,6; 8; 10; 15,SMITH; SMITH; SMITH; REST,LikeWater; Meditate; Eruption; ,"79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79","79, 79, 79, 75, 75, 75, 52, 52, 52, 52, 52, 51, 40, 27, 50, 0, 0",0; 0; 0; 4; 23; 0; 1; 11; 13; 51,2 Louse; Small Slimes; Cultist; Large Slime; Exordium Thugs; Blue Slaver; 3 Sentries; Lots of Slimes; Exordium Wildlife; The Guardian,1; 2; 3; 4; 7; 11; 12; 13; 14; 16,3; 2; 2; 4; 3; 3; 4; 4; 4; 12,"Collect, Consecrate; Adaptation, ForeignInfluence; PathToVictory, Crescendo; ClearTheMind, EmptyMind; CrushJoints, Halt; JustLucky, FlyingSleeves; BowlingBash, Wallop; FlurryOfBlows, WindmillStrike; Indignation+1, TalkToTheHand",Meditate; FlurryOfBlows; EmptyFist; Tantrum; InnerPeace; Protect+1; DeusExMachina+1; Perseverance+1; Swivel+1,1; 2; 3; 4; 7; 11; 12; 13; 14,9; 12,Toxic Egg 2; Damaru,,,,,,,,,,,,,,,,,,,"PathToVictory, LikeWater, FlurryOfBlows","5, 5, 5",,,0,1; 4; 7,Explosive Potion; SkillPotion; Dexterity Potion,"1, 4, 7, 13",
1e840840-ef18-481a-84fb-71429eefc514,2020-07-30,1601509814,20200930195014,211,-6391110889307628639,False,0,False,39,7,Gremlin Nob,WATCHER,"Strike_P, Strike_P, Strike_P, Strike_P, Defend_P, Defend_P, Defend_P, Defend_P, Eruption, Vigilance, Halt, JustLucky, Doubt",PureWater,ONE_RANDOM_RARE_CARD,NONE,330,"118, 130, 305, 255, 330, 330, 330, 330",115541,"M, M, ?, ?, ?, R, E","M, M, ?, ?, ?, R, E",1,0,6,REST,,"72, 72, 72, 72, 72, 72, 72, 72","63, 60, 60, 60, 53, 72, 0, 0",9; 3; 88,Small Slimes; Jaw Worm; Gremlin Nob,1; 2; 7,3; 6; 6,"BowlingBash, Evaluate; Study, EmptyBody",Halt; JustLucky,1; 2,,,,,3; 4; 5,Liars Game; The Cleric; FaceTrader,AGREE; Card Removal; Touch,0; 0; 0,0; 0; 7,0; 0; 0,0; 0; 0,175; 0; 75,0; 50; 0,Doubt; ; ,; MasterReality; ,; ; ,; ; ,; ; ,; ; ,; ; ,,,,,0,,,,
6f59d7fd-1e10-4370-8877-34ba73e60540,2020-07-30,1601509815,20200930195015,3501,-1482196227505196205,False,0,False,300,33,Champ,THE_SILENT,"Strike_G, Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor+1, Neutralize, Dagger Spray+1, Predator+1, Deadly Poison, Flying Knee, Bane, Blur, Backflip, Poisoned Stab, Deadly Poison, Noxious Fumes, Glass Knife, Finisher+1, PiercingWail, Caltrops, Outmaneuver, Cloak And Dagger, Quick Slash, Dagger Throw, Footwork+1, Choke","Ring of the Snake, Pear, StoneCalendar, Sozu, Bottled Lightning, Kunai",THREE_CARDS,NONE,466,"115, 134, 149, 149, 100, 100, 114, 114, 114, 144, 155, 170, 170, 190, 190, 286, 286, 302, 262, 279, 296, 308, 308, 320, 331, 407, 407, 419, 433, 433, 466, 466, 466, 466",155260,"M, M, M, ?, $, R, M, R, T, E, M, M, R, M, R, B, None, M, ?, M, M, M, R, M, M, T, R, M, M, R, E, R, B","M, M, M, ?, $, R, M, R, T, E, M, M, R, M, R, BOSS, M, ?, M, ?, M, R, M, M, T, R, M, M, R, E, R, BOSS",6,2,6; 8; 13; 15; 23; 27; 30; 32,SMITH; SMITH; REST; REST; REST; REST; REST; REST,Predator; Survivor; ; ; ; ; ; ,"70, 70, 70, 75, 75, 75, 75, 75, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85","67, 67, 67, 72, 72, 72, 70, 70, 80, 57, 50, 45, 70, 65, 85, 44, 85, 70, 70, 64, 46, 37, 62, 53, 35, 35, 60, 44, 5, 30, 8, 33, 0, 0",3; 0; 0; 2; 23; 7; 5; 5; 41; 15; 6; 18; 9; 9; 18; 16; 39; 22; 39,Jaw Worm; 2 Louse; Cultist; Exordium Thugs; 3 Sentries; Blue Slaver; Looter; Lots of Slimes; Slime Boss; Shell Parasite; Chosen; Snake Plant; Centurion and Healer; Snecko; Cultist and Chosen; Snake Plant; Sentry and Sphere; Slavers; Champ,1; 2; 3; 7; 10; 11; 12; 14; 16; 18; 20; 21; 22; 24; 25; 28; 29; 31; 33,3; 2; 3; 4; 9; 4; 3; 3; 7; 4; 3; 4; 5; 4; 5; 3; 6; 5; 11,"Catalyst, Well Laid Plans; Prepared, Slice; Prepared, Quick Slash; Cloak And Dagger, Blade Dance; Acrobatics, Cloak And Dagger; Calculated Gamble, Footwork; Expertise, Underhanded Strike; Accuracy, Backstab; Outmaneuver, Night Terror; Malaise, Night Terror; Prepared+1, Deflect; Tactician, Prepared; Slice+1, Blade Dance; Slice, Finisher; Accuracy, Blade Dance; Backstab, Cloak And Dagger; Envenom, Cloak And Dagger; Outmaneuver, Dagger Spray; Acrobatics, Sucker Punch",Dagger Spray; Predator; Deadly Poison; Flying Knee; Blur; Backflip; Poisoned Stab; Deadly Poison; Noxious Fumes; Glass Knife; Finisher+1; PiercingWail; Caltrops; Outmaneuver; Cloak And Dagger; Quick Slash; Dagger Throw; Footwork+1; Choke,0; 1; 2; 3; 7; 10; 11; 12; 14; 16; 18; 20; 21; 22; 24; 25; 28; 29; 31,9; 10; 26; 31,Pear; StoneCalendar; Bottled Lightning; Kunai,"Snecko Eye, Coffee Dripper",Sozu,4; 19,Big Fish; Designer,Donut; Upgrade,0; 0,0; 0,5; 0,0; 0,0; 0,0; 40,; ,; ,; Dagger Spray,; ,; ,; ,; ,Bane,5,,,0,2; 10; 11,SpeedPotion; DistilledChaos; Explosive Potion,"2, 10, 11, 12, 20, 21, 25, 28","16, 25, 31"
66e499a2-a4e7-45c0-910c-ee89dafa6813,2020-07-30,1601509816,20200930185016,149,5189440268033754891,False,0,False,5,1,Cultist,WATCHER,"Strike_P, Strike_P, Strike_P, Strike_P, Defend_P, Defend_P, Defend_P, Defend_P, Eruption, Vigilance",PureWater,TEN_PERCENT_HP_BONUS,NONE,99,"99, 99",80072,M,M,0,0,,,,"79, 79","79, 79",0,Cultist,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
5d9ef151-8c5d-4ae6-8aae-83bdd62901b8,2020-07-30,1601509815,20200930195015,1939,-1359519417243430377,False,0,False,114,16,Slime Boss,THE_SILENT,"Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G+1, Defend_G+1, Defend_G, Survivor, Neutralize+1, Die Die Die, Calculated Gamble+1, Regret, Dodge and Roll+1, Flying Knee, Flying Knee","Ring of the Snake, Mummified Hand, Bottled Lightning, Strawberry, Happy Flower",TRANSFORM_TWO_CARDS,NO_GOLD,110,"13, 13, 29, 29, 29, 29, 55, 55, 55, 80, 80, 80, 80, 110, 110, 110, 110",827041,"M, ?, M, ?, ?, R, E, R, T, E, R, ?, R, E, R, B","M, ?, M, ?, ?, R, E, R, T, E, R, ?, R, E, R, BOSS",2,2,6; 8; 11; 13; 15,RECALL; REST; REST; SMITH; SMITH,; ; ; Calculated Gamble; Dodge and Roll,"70, 70, 70, 70, 70, 70, 70, 70, 70, 77, 77, 77, 77, 77, 77, 77, 77","70, 70, 69, 69, 55, 55, 3, 24, 24, 10, 33, 77, 77, 57, 57, 0, 0",0; 1; 52; 21; 20; 63,Small Slimes; Jaw Worm; Lagavulin; 3 Sentries; Lagavulin; Slime Boss,1; 3; 7; 10; 14; 16,2; 4; 16; 12; 10; 13,"Deflect, Bane, Dagger Throw; Deadly Poison, Sucker Punch, Deflect; Heel Hook, Blur; Accuracy, Endless Agony; Dagger Throw, Calculated Gamble",SKIP; SKIP; Dodge and Roll; Flying Knee; Flying Knee,1; 3; 7; 10; 14,7; 10; 14,Bottled Lightning; Strawberry; Happy Flower,,,2; 4; 5; 12,Living Wall; Big Fish; Shining Light; Wheel of Change,Grow; Box; Entered Light; Full Heal,0; 0; 0; 44,0; 0; 14; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,; Regret; ; ,; ; ; ,"Neutralize; ; Defend_G, Defend_G; ",; ; ; ,; Mummified Hand; ; ,; ; ; ,; ; ; ,,,,,0,3; 7,Explosive Potion; GamblersBrew,"3, 7","7, 16"
9a1cbe07-ebea-4325-b787-4718b0b5665c,2020-07-30,1601509821,20200930185021,814,687995208438950996,True,14,False,410,27,Sentry and Sphere,DEFECT,"AscendersBane, Strike_B, Strike_B, Defend_B, Defend_B, Defend_B, Zap+1, Dualcast, Ball Lightning, Meteor Strike, Rip and Tear, Sunder, Static Discharge, Thunder Strike, Double Energy, Auto Shields+1, Regret","Cracked Core, StoneCalendar, Nunchaku, Torii, Kunai, Cursed Key, Calipers, Potion Belt",REMOVE_TWO,NO_GOLD,213,"18, 18, 18, 31, 31, 57, 67, 67, 67, 67, 97, 111, 111, 123, 123, 200, 200, 212, 137, 151, 151, 151, 151, 186, 186, 213, 213, 213",912062,"M, ?, T, M, ?, E, M, ?, T, $, E, M, R, M, R, B, None, M, ?, M, $, ?, R, E, M, T, M","M, ?, ?, M, ?, E, M, ?, T, ?, E, M, R, M, R, BOSS, M, ?, M, $, ?, R, E, M, T, M",3,0,13.0; 15.0; 23.0,REST; REST; REST,; ; ,"71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71","57, 57, 57, 54, 54, 27, 27, 27, 27, 27, 15, 4, 25, 25, 46, 42, 64, 62, 62, 45, 45, 45, 66, 15, 15, 15, 0, 0",7.0; 3.0; 27.0; 0.0; 12.0; 11.0; 0.0; 4.0; 2.0; 17.0; 51; 0; 16,Jaw Worm; 2 Louse; Gremlin Nob; Small Slimes; 3 Sentries; Looter; Large Slime; Hexaghost; 3 Byrds; Chosen; Book of Stabbing; Shelled Parasite and Fungi; Sentry and Sphere,1.0; 4.0; 6.0; 7.0; 11.0; 12.0; 14.0; 16.0; 18.0; 20.0; 24; 25; 27,3.0; 2.0; 4.0; 3.0; 5.0; 2.0; 3.0; 8.0; 3.0; 5.0; 4; 1; 3,"Hologram, Beam Cell; Beam Cell, Compile Driver, Turbo; Barrage, Coolheaded; Consume, Redo; Compile Driver, Redo; Ball Lightning, Steam; Gash, Redo, Genetic Algorithm; Meteor Strike, Buffer; Ball Lightning, Rebound; Gash, Go for the Eyes, Leap; Stack, Electrodynamics",Ball Lightning; SKIP; Meteor Strike; Rip and Tear; Sunder; Static Discharge; SKIP; Thunder Strike; Double Energy; SKIP; Auto Shields+1,1.0; 4.0; 6.0; 7.0; 11.0; 12.0; 14.0; 16.0; 18.0; 20.0; 24,3.0; 6.0; 9.0; 11.0; 24; 26,StoneCalendar; Nunchaku; Torii; Kunai; Calipers; Potion Belt,"Pandora's Box, SacredBark",Cursed Key,2.0; 5.0; 8.0; 19.0; 22.0,Living Wall; Golden Wing; Liars Game; Beggar; Ghosts,Grow; Ignored; Ignored; Gave Gold; Ignored,0.0; 0.0; 0.0; 0.0; 0.0,0.0; 0.0; 0.0; 0.0; 0.0,0.0; 0.0; 0.0; 0.0; 0.0,0.0; 0.0; 0.0; 0.0; 0.0,0.0; 0.0; 0.0; 0.0; 0.0,0.0; 0.0; 0.0; 75.0; 0.0,; ; ; ; ,; ; ; Strike_B; ,Zap; ; ; ; ,; ; ; ; ,; ; ; ; ,; ; ; ; ,; ; ; ; ,,,,,0,1.0; 6.0; 12.0; 16.0; 24,SmokeBomb; DuplicationPotion; AttackPotion; Explosive Potion; FearPotion,"1, 6, 12, 16, 24",25
